carrier,origin_destination,code,description,tail_num,origin,destination,id,dep_time,distance,aircraft_engine_code,site_number
UA,SFO,102205,102205,N563UA,ORD,SFO,102205,1756,1846,907,14771
UA,SFO,102206,102206,,ORD,SFO,102206,,1846,907,14771
UA,SFO,102207,102207,N676UA,ORD,SFO,102207,1709,1846,907,14771
UA,SFO,102208,102208,N671UA,ORD,SFO,102208,1656,1846,907,14771
UA,SFO,102209,102209,N675UA,ORD,SFO,102209,1720,1846,907,14771
OH,CVG,10221,10221,N967CA,MSP,CVG,10221,1530,596,5156,11193
UA,SFO,102210,102210,N431UA,ORD,SFO,102210,1741,1846,907,14771
UA,SFO,102211,102211,N844UA,ORD,SFO,102211,1705,1846,907,14771
UA,SFO,102212,102212,N213UA,ORD,SFO,102212,1707,1846,907,14771
UA,SFO,102213,102213,N666UA,ORD,SFO,102213,1701,1846,907,14771
UA,SFO,102214,102214,N675UA,ORD,SFO,102214,1708,1846,907,14771
UA,SFO,102215,102215,N675UA,ORD,SFO,102215,1657,1846,907,14771
UA,SFO,102216,102216,N567UA,ORD,SFO,102216,1845,1846,907,14771
UA,SFO,102217,102217,N588UA,ORD,SFO,102217,1721,1846,907,14771
UA,SFO,102218,102218,N173UA,ORD,SFO,102218,1824,1846,907,14771
UA,SFO,102219,102219,,ORD,SFO,102219,,1846,907,14771
UA,SFO,102220,102220,N666UA,ORD,SFO,102220,1707,1846,907,14771
UA,SFO,102221,102221,N669UA,ORD,SFO,102221,1803,1846,907,14771
UA,SFO,102222,102222,N672UA,ORD,SFO,102222,1704,1846,907,14771
UA,SFO,102223,102223,N666UA,ORD,SFO,102223,1700,1846,907,14771
UA,SFO,102224,102224,N570UA,ORD,SFO,102224,1705,1846,907,14771
UA,SFO,102225,102225,N405UA,ORD,SFO,102225,1655,1846,907,14771
UA,SFO,102226,102226,N665UA,ORD,SFO,102226,1653,1846,907,14771
UA,SFO,102227,102227,N674UA,ORD,SFO,102227,1659,1846,907,14771
UA,SFO,102228,102228,N669UA,ORD,SFO,102228,1659,1846,907,14771
UA,SFO,102229,102229,N665UA,ORD,SFO,102229,1700,1846,907,14771
UA,SFO,102230,102230,N674UA,ORD,SFO,102230,1758,1846,907,14771
UA,DEN,102262,102262,N531UA,ORD,DEN,102262,1528,888,909,11292
UA,DEN,102263,102263,N535UA,ORD,DEN,102263,1644,888,909,11292
UA,DEN,102264,102264,N539UA,ORD,DEN,102264,1603,888,909,11292
UA,DEN,102265,102265,N521UA,ORD,DEN,102265,1506,888,909,11292
UA,DEN,102266,102266,N511UA,ORD,DEN,102266,1627,888,909,11292
UA,DEN,102267,102267,N584UA,ORD,DEN,102267,1759,888,909,11292
UA,DEN,102268,102268,N573UA,ORD,DEN,102268,1458,888,909,11292
UA,DEN,102269,102269,N582UA,ORD,DEN,102269,1520,888,909,11292
UA,DEN,102270,102270,N577UA,ORD,DEN,102270,1505,888,909,11292
UA,DEN,102271,102271,N572UA,ORD,DEN,102271,1510,888,909,11292
UA,DEN,102272,102272,N581UA,ORD,DEN,102272,1458,888,909,11292
UA,DEN,102273,102273,N586UA,ORD,DEN,102273,1534,888,909,11292
UA,DEN,102274,102274,N675UA,ORD,DEN,102274,1509,888,909,11292
UA,DEN,102275,102275,N570UA,ORD,DEN,102275,1501,888,909,11292
UA,DEN,102276,102276,N572UA,ORD,DEN,102276,1500,888,909,11292
UA,DEN,102277,102277,N501UA,ORD,DEN,102277,1533,888,909,11292
UA,DEN,102278,102278,N596UA,ORD,DEN,102278,1658,888,909,11292
UA,DEN,102279,102279,N570UA,ORD,DEN,102279,1502,888,909,11292
UA,DEN,102280,102280,N578UA,ORD,DEN,102280,1523,888,909,11292
UA,DEN,102281,102281,N211UA,ORD,DEN,102281,1728,888,909,11292
UA,DEN,102282,102282,N577UA,ORD,DEN,102282,1515,888,909,11292
UA,DEN,102283,102283,N523UA,ORD,DEN,102283,1512,888,909,11292
UA,DEN,102284,102284,N593UA,ORD,DEN,102284,1626,888,909,11292
UA,DEN,102285,102285,N581UA,ORD,DEN,102285,1459,888,909,11292
UA,DEN,102286,102286,N507UA,ORD,DEN,102286,1532,888,909,11292
UA,DEN,102287,102287,N535UA,ORD,DEN,102287,1525,888,909,11292
UA,DEN,102288,102288,N671UA,ORD,DEN,102288,1522,888,909,11292
UA,DEN,102289,102289,N528UA,ORD,DEN,102289,1459,888,909,11292
UA,DEN,102290,102290,N533UA,ORD,DEN,102290,1503,888,909,11292
UA,DEN,102291,102291,N573UA,ORD,DEN,102291,1608,888,909,11292
UA,DEN,102292,102292,N535UA,ORD,DEN,102292,1541,888,909,11292
UA,IAH,102324,102324,N364UA,ORD,IAH,102324,1845,925,912,12266
UA,IAH,102325,102325,N203UA,ORD,IAH,102325,1758,925,912,12266
UA,IAH,102326,102326,N398UA,ORD,IAH,102326,1756,925,912,12266
UA,IAH,102327,102327,N203UA,ORD,IAH,102327,1741,925,912,12266
UA,IAH,102328,102328,N902UA,ORD,IAH,102328,1812,925,912,12266
UA,IAH,102329,102329,N310UA,ORD,IAH,102329,1826,925,912,12266
UA,IAD,102578,102578,N462UA,ORD,IAD,102578,0622,589,922,12264
UA,IAD,102579,102579,N413UA,ORD,IAD,102579,0703,589,922,12264
UA,IAD,102580,102580,N417UA,ORD,IAD,102580,0604,589,922,12264
UA,IAD,102581,102581,N828UA,ORD,IAD,102581,0708,589,922,12264
UA,IAD,102582,102582,N464UA,ORD,IAD,102582,0555,589,922,12264
UA,IAD,102583,102583,N411UA,ORD,IAD,102583,0556,589,922,12264
UA,IAD,102584,102584,N582UA,ORD,IAD,102584,0559,589,922,12264
UA,IAD,102585,102585,N579UA,ORD,IAD,102585,0613,589,922,12264
UA,IAD,102586,102586,,ORD,IAD,102586,,589,922,12264
UA,IAD,102587,102587,N584UA,ORD,IAD,102587,0557,589,922,12264
UA,IAD,102588,102588,N540UA,ORD,IAD,102588,0555,589,922,12264
UA,IAD,102589,102589,N906UA,ORD,IAD,102589,0555,589,922,12264
UA,IAD,102590,102590,N589UA,ORD,IAD,102590,0554,589,922,12264
UA,IAD,102591,102591,N570UA,ORD,IAD,102591,0601,589,922,12264
UA,IAD,102592,102592,N576UA,ORD,IAD,102592,0555,589,922,12264
UA,IAD,102593,102593,N504UA,ORD,IAD,102593,0607,589,922,12264
UA,IAD,102594,102594,N524UA,ORD,IAD,102594,0607,589,922,12264
UA,IAD,102595,102595,N942UA,ORD,IAD,102595,0559,589,922,12264
UA,IAD,102596,102596,N507UA,ORD,IAD,102596,0850,589,922,12264
UA,IAD,102597,102597,N511UA,ORD,IAD,102597,0558,589,922,12264
UA,IAD,102598,102598,N553UA,ORD,IAD,102598,0559,589,922,12264
UA,IAD,102599,102599,N593UA,ORD,IAD,102599,0602,589,922,12264
UA,IAD,102600,102600,N576UA,ORD,IAD,102600,0557,589,922,12264
UA,IAD,102601,102601,,ORD,IAD,102601,,589,922,12264
UA,IAD,102602,102602,N531UA,ORD,IAD,102602,0600,589,922,12264
UA,IAD,102603,102603,N528UA,ORD,IAD,102603,0558,589,922,12264
UA,IAD,102604,102604,N535UA,ORD,IAD,102604,0616,589,922,12264
UA,IAD,102605,102605,N570UA,ORD,IAD,102605,0600,589,922,12264
UA,PDX,102791,102791,N565UA,ORD,PDX,102791,1539,1739,929,14057
UA,PDX,102792,102792,N575UA,ORD,PDX,102792,1551,1739,929,14057
UA,PDX,102793,102793,N559UA,ORD,PDX,102793,1537,1739,929,14057
UA,PDX,102794,102794,N581UA,ORD,PDX,102794,1517,1739,929,14057
UA,PDX,102795,102795,N562UA,ORD,PDX,102795,1542,1739,929,14057
UA,PDX,102796,102796,N830UA,ORD,PDX,102796,1809,1739,929,14057
UA,PDX,102797,102797,N515UA,ORD,PDX,102797,1719,1739,929,14057
UA,PDX,102798,102798,N520UA,ORD,PDX,102798,1544,1739,929,14057
UA,PDX,102799,102799,N520UA,ORD,PDX,102799,1534,1739,929,14057
UA,PDX,102800,102800,N583UA,ORD,PDX,102800,1517,1739,929,14057
UA,PDX,102801,102801,N564UA,ORD,PDX,102801,1516,1739,929,14057
UA,PDX,102802,102802,N571UA,ORD,PDX,102802,1708,1739,929,14057
UA,PDX,102803,102803,N418UA,ORD,PDX,102803,1510,1739,929,14057
UA,PDX,102804,102804,N583UA,ORD,PDX,102804,1512,1739,929,14057
UA,PDX,102805,102805,N558UA,ORD,PDX,102805,1510,1739,929,14057
UA,PDX,102806,102806,N582UA,ORD,PDX,102806,1516,1739,929,14057
UA,PDX,102807,102807,N572UA,ORD,PDX,102807,1622,1739,929,14057
UA,PDX,102808,102808,N573UA,ORD,PDX,102808,1513,1739,929,14057
UA,PDX,102809,102809,N570UA,ORD,PDX,102809,1806,1739,929,14057
UA,PDX,102810,102810,N427UA,ORD,PDX,102810,1536,1739,929,14057
UA,PDX,102811,102811,N568UA,ORD,PDX,102811,1517,1739,929,14057
UA,PDX,102812,102812,N586UA,ORD,PDX,102812,1534,1739,929,14057
UA,PDX,102813,102813,N577UA,ORD,PDX,102813,1544,1739,929,14057
UA,PDX,102814,102814,N584UA,ORD,PDX,102814,1534,1739,929,14057
UA,PDX,102815,102815,N515UA,ORD,PDX,102815,1536,1739,929,14057
UA,PDX,102816,102816,N520UA,ORD,PDX,102816,1656,1739,929,14057
UA,PDX,102817,102817,N831UA,ORD,PDX,102817,1513,1739,929,14057
UA,PDX,102818,102818,N504UA,ORD,PDX,102818,1550,1739,929,14057
UA,PDX,102819,102819,N580UA,ORD,PDX,102819,1552,1739,929,14057
UA,PDX,102820,102820,N579UA,ORD,PDX,102820,1512,1739,929,14057
UA,PDX,102821,102821,N504UA,ORD,PDX,102821,1550,1739,929,14057
OH,JFK,10291,10291,,ORD,JFK,10291,,740,5232,12478
YV,ORF,103,103,N509MJ,ORD,ORF,103,2010,717,7132,13931
UA,DEN,103139,103139,N365UA,ORD,DEN,103139,1821,888,941,11292
UA,DEN,103140,103140,N347UA,ORD,DEN,103140,1944,888,941,11292
UA,DEN,103141,103141,N376UA,ORD,DEN,103141,1657,888,941,11292
UA,DEN,103142,103142,N399UA,ORD,DEN,103142,2001,888,941,11292
UA,DEN,103143,103143,N330UA,ORD,DEN,103143,1704,888,941,11292
UA,DEN,103144,103144,N398UA,ORD,DEN,103144,1812,888,941,11292
UA,DEN,103145,103145,N581UA,ORD,DEN,103145,1903,888,941,11292
UA,DEN,103146,103146,N524UA,ORD,DEN,103146,1648,888,941,11292
UA,DEN,103147,103147,N571UA,ORD,DEN,103147,1730,888,941,11292
UA,DEN,103148,103148,N503UA,ORD,DEN,103148,1726,888,941,11292
UA,DEN,103149,103149,N664UA,ORD,DEN,103149,1648,888,941,11292
UA,DEN,103150,103150,N919UA,ORD,DEN,103150,1650,888,941,11292
UA,DEN,103151,103151,N515UA,ORD,DEN,103151,1716,888,941,11292
UA,DEN,103152,103152,N534UA,ORD,DEN,103152,1745,888,941,11292
UA,DEN,103153,103153,N562UA,ORD,DEN,103153,1716,888,941,11292
UA,DEN,103154,103154,N539UA,ORD,DEN,103154,1655,888,941,11292
UA,DEN,103155,103155,N598UA,ORD,DEN,103155,1728,888,941,11292
UA,DEN,103156,103156,N669UA,ORD,DEN,103156,1657,888,941,11292
UA,DEN,103157,103157,N573UA,ORD,DEN,103157,1650,888,941,11292
UA,DEN,103158,103158,N566UA,ORD,DEN,103158,1727,888,941,11292
UA,DEN,103159,103159,N583UA,ORD,DEN,103159,1741,888,941,11292
UA,DEN,103160,103160,N528UA,ORD,DEN,103160,1932,888,941,11292
UA,DEN,103161,103161,N501UA,ORD,DEN,103161,1926,888,941,11292
UA,DEN,103162,103162,N571UA,ORD,DEN,103162,1654,888,941,11292
UA,DEN,103163,103163,N669UA,ORD,DEN,103163,1657,888,941,11292
UA,DEN,103164,103164,N515UA,ORD,DEN,103164,1647,888,941,11292
UA,DEN,103165,103165,N526UA,ORD,DEN,103165,1646,888,941,11292
UA,DEN,103166,103166,N511UA,ORD,DEN,103166,1651,888,941,11292
UA,DEN,103167,103167,N572UA,ORD,DEN,103167,1819,888,941,11292
UA,DEN,103168,103168,N534UA,ORD,DEN,103168,1655,888,941,11292
UA,DEN,103169,103169,N516UA,ORD,DEN,103169,1850,888,941,11292
UA,LAX,103201,103201,N676UA,ORD,LAX,103201,1737,1745,943,12892
UA,LAX,103202,103202,N665UA,ORD,LAX,103202,1719,1745,943,12892
UA,LAX,103203,103203,N668UA,ORD,LAX,103203,1713,1745,943,12892
UA,LAX,103204,103204,N666UA,ORD,LAX,103204,1714,1745,943,12892
UA,LAX,103205,103205,,ORD,LAX,103205,,1745,943,12892
UA,LAX,103206,103206,N666UA,ORD,LAX,103206,2014,1745,943,12892
UA,LAX,103207,103207,N501UA,ORD,LAX,103207,1719,1745,943,12892
UA,LAX,103208,103208,N664UA,ORD,LAX,103208,1702,1745,943,12892
UA,LAX,103209,103209,N664UA,ORD,LAX,103209,1701,1745,943,12892
UA,LAX,103210,103210,N673UA,ORD,LAX,103210,1659,1745,943,12892
UA,LAX,103211,103211,N213UA,ORD,LAX,103211,1701,1745,943,12892
UA,LAX,103212,103212,N213UA,ORD,LAX,103212,1656,1745,943,12892
UA,LAX,103213,103213,N573UA,ORD,LAX,103213,1701,1745,943,12892
UA,LAX,103214,103214,N676UA,ORD,LAX,103214,1727,1745,943,12892
UA,LAX,103215,103215,N664UA,ORD,LAX,103215,1704,1745,943,12892
UA,LAX,103216,103216,N664UA,ORD,LAX,103216,1707,1745,943,12892
UA,LAX,103217,103217,N671UA,ORD,LAX,103217,1726,1745,943,12892
UA,LAX,103218,103218,N211UA,ORD,LAX,103218,1705,1745,943,12892
UA,LAX,103219,103219,N667UA,ORD,LAX,103219,1712,1745,943,12892
UA,LAX,103220,103220,N590UA,ORD,LAX,103220,1714,1745,943,12892
UA,LAX,103221,103221,N676UA,ORD,LAX,103221,1715,1745,943,12892
UA,LAX,103222,103222,N676UA,ORD,LAX,103222,1714,1745,943,12892
UA,LAX,103223,103223,N677UA,ORD,LAX,103223,1733,1745,943,12892
UA,LAX,103224,103224,N675UA,ORD,LAX,103224,1658,1745,943,12892
UA,LAX,103225,103225,N673UA,ORD,LAX,103225,1737,1745,943,12892
UA,LAX,103226,103226,N665UA,ORD,LAX,103226,1706,1745,943,12892
UA,LAX,103227,103227,N561UA,ORD,LAX,103227,1718,1745,943,12892
UA,LAX,103228,103228,N667UA,ORD,LAX,103228,1944,1745,943,12892
UA,LAX,103229,103229,N673UA,ORD,LAX,103229,1704,1745,943,12892
UA,LAX,103230,103230,N673UA,ORD,LAX,103230,1700,1745,943,12892
UA,LAX,103231,103231,N676UA,ORD,LAX,103231,1703,1745,943,12892
UA,LAX,103260,103260,N586UA,ORD,LAX,103260,1321,1745,945,12892
UA,LAX,103261,103261,N530UA,ORD,LAX,103261,1256,1745,945,12892
UA,LAX,103262,103262,N509UA,ORD,LAX,103262,1252,1745,945,12892
UA,LAX,103263,103263,N588UA,ORD,LAX,103263,1257,1745,945,12892
UA,LAX,103264,103264,N509UA,ORD,LAX,103264,1314,1745,945,12892
UA,LAX,103265,103265,N812UA,ORD,LAX,103265,1316,1745,945,12892
UA,LAX,103266,103266,N530UA,ORD,LAX,103266,1232,1745,945,12892
UA,LAX,103267,103267,N574UA,ORD,LAX,103267,1228,1745,945,12892
UA,LAX,103268,103268,N572UA,ORD,LAX,103268,1228,1745,945,12892
UA,LAX,103269,103269,N509UA,ORD,LAX,103269,1231,1745,945,12892
UA,LAX,103270,103270,N501UA,ORD,LAX,103270,1235,1745,945,12892
UA,LAX,103271,103271,N519UA,ORD,LAX,103271,1229,1745,945,12892
UA,LAX,103272,103272,N845UA,ORD,LAX,103272,1248,1745,945,12892
UA,LAX,103273,103273,N535UA,ORD,LAX,103273,1313,1745,945,12892
UA,LAX,103274,103274,N593UA,ORD,LAX,103274,1228,1745,945,12892
UA,LAX,103275,103275,N571UA,ORD,LAX,103275,1227,1745,945,12892
UA,LAX,103276,103276,N507UA,ORD,LAX,103276,1309,1745,945,12892
UA,LAX,103277,103277,N542UA,ORD,LAX,103277,1237,1745,945,12892
UA,LAX,103278,103278,N546UA,ORD,LAX,103278,1245,1745,945,12892
UA,LAX,103279,103279,N810UA,ORD,LAX,103279,1245,1745,945,12892
UA,LAX,103280,103280,N503UA,ORD,LAX,103280,1229,1745,945,12892
UA,LAX,103281,103281,N566UA,ORD,LAX,103281,1229,1745,945,12892
UA,LAX,103282,103282,,ORD,LAX,103282,,1745,945,12892
UA,LAX,103283,103283,N521UA,ORD,LAX,103283,1231,1745,945,12892
UA,LAX,103284,103284,N535UA,ORD,LAX,103284,1259,1745,945,12892
UA,LAX,103285,103285,N562UA,ORD,LAX,103285,1225,1745,945,12892
UA,LAX,103286,103286,N854UA,ORD,LAX,103286,1303,1745,945,12892
UA,LAX,103287,103287,N509UA,ORD,LAX,103287,1228,1745,945,12892
UA,LAX,103288,103288,N539UA,ORD,LAX,103288,1231,1745,945,12892
UA,LAX,103289,103289,N571UA,ORD,LAX,103289,1229,1745,945,12892
UA,LAX,103290,103290,N528UA,ORD,LAX,103290,1238,1745,945,12892
UA,SNA,103359,103359,N596UA,ORD,SNA,103359,0819,1726,948,14908
UA,SNA,103360,103360,N538UA,ORD,SNA,103360,0822,1726,948,14908
UA,SNA,103361,103361,N575UA,ORD,SNA,103361,0824,1726,948,14908
UA,SNA,103362,103362,N818UA,ORD,SNA,103362,0821,1726,948,14908
UA,SNA,103363,103363,N835UA,ORD,SNA,103363,0937,1726,948,14908
UA,SEA,103364,103364,N593UA,ORD,SEA,103364,1906,1721,949,14747
UA,SEA,103365,103365,N642UA,ORD,SEA,103365,1807,1721,949,14747
UA,SEA,103366,103366,N579UA,ORD,SEA,103366,1736,1721,949,14747
UA,SEA,103367,103367,N587UA,ORD,SEA,103367,1943,1721,949,14747
UA,SEA,103368,103368,N575UA,ORD,SEA,103368,1734,1721,949,14747
UA,SEA,103369,103369,N515UA,ORD,SEA,103369,1805,1721,949,14747
UA,SEA,103370,103370,N580UA,ORD,SEA,103370,1728,1721,949,14747
UA,SEA,103371,103371,N556UA,ORD,SEA,103371,1847,1721,949,14747
UA,SEA,103372,103372,N535UA,ORD,SEA,103372,1719,1721,949,14747
UA,SEA,103373,103373,N539UA,ORD,SEA,103373,1705,1721,949,14747
UA,SEA,103374,103374,N574UA,ORD,SEA,103374,1702,1721,949,14747
UA,SEA,103375,103375,N539UA,ORD,SEA,103375,1659,1721,949,14747
UA,SEA,103376,103376,N526UA,ORD,SEA,103376,1658,1721,949,14747
UA,SEA,103377,103377,N580UA,ORD,SEA,103377,1705,1721,949,14747
UA,SEA,103378,103378,N515UA,ORD,SEA,103378,1700,1721,949,14747
UA,SEA,103379,103379,N540UA,ORD,SEA,103379,1653,1721,949,14747
UA,SEA,103380,103380,N520UA,ORD,SEA,103380,1758,1721,949,14747
UA,SEA,103381,103381,N501UA,ORD,SEA,103381,1721,1721,949,14747
UA,SEA,103382,103382,N576UA,ORD,SEA,103382,1735,1721,949,14747
UA,SEA,103383,103383,N571UA,ORD,SEA,103383,1706,1721,949,14747
UA,SEA,103384,103384,N519UA,ORD,SEA,103384,1704,1721,949,14747
UA,SEA,103385,103385,N592UA,ORD,SEA,103385,1759,1721,949,14747
UA,SEA,103386,103386,N535UA,ORD,SEA,103386,1713,1721,949,14747
UA,SEA,103387,103387,N506UA,ORD,SEA,103387,1655,1721,949,14747
UA,SEA,103388,103388,N573UA,ORD,SEA,103388,1839,1721,949,14747
UA,SEA,103389,103389,N541UA,ORD,SEA,103389,1704,1721,949,14747
UA,SEA,103390,103390,N534UA,ORD,SEA,103390,1659,1721,949,14747
UA,SEA,103391,103391,N576UA,ORD,SEA,103391,1659,1721,949,14747
UA,SEA,103392,103392,N556UA,ORD,SEA,103392,1703,1721,949,14747
UA,SEA,103393,103393,N585UA,ORD,SEA,103393,1700,1721,949,14747
UA,SEA,103394,103394,N587UA,ORD,SEA,103394,1930,1721,949,14747
UA,IAD,103395,103395,N658UA,ORD,IAD,103395,1335,589,950,12264
UA,IAD,103396,103396,N649UA,ORD,IAD,103396,1314,589,950,12264
UA,IAD,103397,103397,,ORD,IAD,103397,,589,950,12264
UA,IAD,103398,103398,N644UA,ORD,IAD,103398,1317,589,950,12264
UA,IAD,103399,103399,N655UA,ORD,IAD,103399,1347,589,950,12264
UA,IAD,103400,103400,N656UA,ORD,IAD,103400,1310,589,950,12264
UA,IAD,103401,103401,N658UA,ORD,IAD,103401,1542,589,950,12264
UA,IAD,103402,103402,N667UA,ORD,IAD,103402,1327,589,950,12264
UA,IAD,103403,103403,N644UA,ORD,IAD,103403,1520,589,950,12264
UA,IAD,103404,103404,,ORD,IAD,103404,,589,950,12264
UA,IAD,103405,103405,N656UA,ORD,IAD,103405,1313,589,950,12264
UA,IAD,103406,103406,N657UA,ORD,IAD,103406,1311,589,950,12264
UA,IAD,103407,103407,N655UA,ORD,IAD,103407,1313,589,950,12264
UA,IAD,103408,103408,N657UA,ORD,IAD,103408,1341,589,950,12264
UA,IAD,103409,103409,,ORD,IAD,103409,,589,950,12264
UA,IAD,103410,103410,N663UA,ORD,IAD,103410,1544,589,950,12264
UA,IAD,103411,103411,N658UA,ORD,IAD,103411,1313,589,950,12264
UA,IAD,103412,103412,N646UA,ORD,IAD,103412,1409,589,950,12264
UA,IAD,103413,103413,N550UA,ORD,IAD,103413,1321,589,950,12264
UA,IAD,103414,103414,N655UA,ORD,IAD,103414,1314,589,950,12264
UA,IAD,103415,103415,N660UA,ORD,IAD,103415,1455,589,950,12264
UA,IAD,103416,103416,N641UA,ORD,IAD,103416,1530,589,950,12264
UA,IAD,103417,103417,N654UA,ORD,IAD,103417,1435,589,950,12264
UA,IAD,103418,103418,N660UA,ORD,IAD,103418,1319,589,950,12264
UA,IAD,103419,103419,N222UA,ORD,IAD,103419,2128,589,950,12264
UA,IAD,103420,103420,N648UA,ORD,IAD,103420,1346,589,950,12264
UA,IAD,103421,103421,N641UA,ORD,IAD,103421,1321,589,950,12264
UA,IAD,103422,103422,N654UA,ORD,IAD,103422,1314,589,950,12264
UA,IAD,103423,103423,N663UA,ORD,IAD,103423,1317,589,950,12264
UA,IAD,103424,103424,N652UA,ORD,IAD,103424,1322,589,950,12264
UA,IAD,103425,103425,N657UA,ORD,IAD,103425,1351,589,950,12264
OH,CVG,10362,10362,N999CA,MSP,CVG,10362,1920,596,5315,11193
UA,DEN,103620,103620,N570UA,ORD,DEN,103620,2044,888,959,11292
UA,DEN,103621,103621,N513UA,ORD,DEN,103621,2042,888,959,11292
UA,DEN,103622,103622,N584UA,ORD,DEN,103622,2103,888,959,11292
UA,DEN,103623,103623,N593UA,ORD,DEN,103623,2026,888,959,11292
UA,DEN,103624,103624,N594UA,ORD,DEN,103624,2003,888,959,11292
UA,DEN,103625,103625,,ORD,DEN,103625,,888,959,11292
UA,DEN,103626,103626,N330UA,ORD,DEN,103626,0009,888,959,11292
UA,DEN,103627,103627,N382UA,ORD,DEN,103627,2150,888,959,11292
UA,DEN,103628,103628,N346UA,ORD,DEN,103628,2054,888,959,11292
UA,DEN,103629,103629,N379UA,ORD,DEN,103629,2001,888,959,11292
UA,DEN,103630,103630,N379UA,ORD,DEN,103630,2046,888,959,11292
UA,DEN,103631,103631,N377UA,ORD,DEN,103631,2007,888,959,11292
UA,DEN,103632,103632,N539UA,ORD,DEN,103632,2013,888,959,11292
UA,DEN,103633,103633,,ORD,DEN,103633,,888,959,11292
UA,DEN,103634,103634,N369UA,ORD,DEN,103634,1955,888,959,11292
UA,DEN,103635,103635,N373UA,ORD,DEN,103635,2003,888,959,11292
UA,DEN,103636,103636,N929UA,ORD,DEN,103636,2233,888,959,11292
UA,DEN,103637,103637,N399UA,ORD,DEN,103637,2032,888,959,11292
UA,DEN,103638,103638,N932UA,ORD,DEN,103638,2218,888,959,11292
UA,DEN,103639,103639,N576UA,ORD,DEN,103639,1958,888,959,11292
UA,DEN,103640,103640,N349UA,ORD,DEN,103640,2106,888,959,11292
UA,DEN,103641,103641,N376UA,ORD,DEN,103641,2228,888,959,11292
UA,DEN,103642,103642,N374UA,ORD,DEN,103642,2035,888,959,11292
UA,DEN,103643,103643,N399UA,ORD,DEN,103643,2023,888,959,11292
UA,DEN,103644,103644,N379UA,ORD,DEN,103644,2007,888,959,11292
UA,DEN,103645,103645,N308UA,ORD,DEN,103645,2001,888,959,11292
UA,DEN,103646,103646,N541UA,ORD,DEN,103646,2122,888,959,11292
UA,DEN,103647,103647,N373UA,ORD,DEN,103647,2122,888,959,11292
UA,DEN,103648,103648,,ORD,DEN,103648,,888,959,11292
UA,DEN,103649,103649,N913UA,ORD,DEN,103649,2008,888,959,11292
UA,DEN,103650,103650,,ORD,DEN,103650,,888,959,11292
UA,MCI,103651,103651,N835UA,ORD,MCI,103651,2217,403,961,13198
UA,MCI,103652,103652,N835UA,ORD,MCI,103652,2107,403,961,13198
UA,MCI,103653,103653,N855UA,ORD,MCI,103653,2131,403,961,13198
UA,MCI,103654,103654,N809UA,ORD,MCI,103654,2053,403,961,13198
UA,MCI,103655,103655,N516UA,ORD,MCI,103655,2206,403,961,13198
UA,DEN,103752,103752,N370UA,ORD,DEN,103752,0914,888,972,11292
UA,DEN,103753,103753,N386UA,ORD,DEN,103753,0911,888,972,11292
UA,DEN,103754,103754,N375UA,ORD,DEN,103754,0910,888,972,11292
UA,DEN,103755,103755,N373UA,ORD,DEN,103755,0918,888,972,11292
UA,DEN,103756,103756,N659UA,ORD,DEN,103756,1025,888,972,11292
UA,DEN,103757,103757,N346UA,ORD,DEN,103757,0944,888,972,11292
UA,ATL,103763,103763,N838UA,ORD,ATL,103763,1040,606,975,10397
UA,ATL,103764,103764,N456UA,ORD,ATL,103764,1112,606,975,10397
UA,ATL,103765,103765,N418UA,ORD,ATL,103765,1035,606,975,10397
UA,ATL,103766,103766,N838UA,ORD,ATL,103766,1041,606,975,10397
UA,ATL,103767,103767,N370UA,ORD,ATL,103767,1056,606,975,10397
