carrier,origin_destination,code,description,tail_num,origin,destination,id,dep_time,distance,aircraft_engine_code,site_number
UA,ATL,103768,103768,N804UA,ORD,ATL,103768,1124,606,975,10397
UA,IAD,103815,103815,,ORD,IAD,103815,,589,982,12264
UA,IAD,103816,103816,N654UA,ORD,IAD,103816,2028,589,982,12264
UA,IAD,103817,103817,N663UA,ORD,IAD,103817,1747,589,982,12264
UA,IAD,103818,103818,N657UA,ORD,IAD,103818,2025,589,982,12264
UA,IAD,103819,103819,N533UA,ORD,IAD,103819,1856,589,982,12264
UA,IAD,103820,103820,N654UA,ORD,IAD,103820,1804,589,982,12264
UA,IAD,103821,103821,,ORD,IAD,103821,,589,982,12264
UA,IAD,103822,103822,N653UA,ORD,IAD,103822,2012,589,982,12264
UA,IAD,103823,103823,N211UA,ORD,IAD,103823,1747,589,982,12264
UA,IAD,103824,103824,N663UA,ORD,IAD,103824,1918,589,982,12264
UA,IAD,103825,103825,N659UA,ORD,IAD,103825,1754,589,982,12264
UA,IAD,103826,103826,N655UA,ORD,IAD,103826,1758,589,982,12264
UA,IAD,103827,103827,,ORD,IAD,103827,,589,982,12264
UA,IAD,103828,103828,N661UA,ORD,IAD,103828,1755,589,982,12264
UA,IAD,103829,103829,N660UA,ORD,IAD,103829,1749,589,982,12264
UA,IAD,103830,103830,N644UA,ORD,IAD,103830,1747,589,982,12264
UA,IAD,103831,103831,N542UA,ORD,IAD,103831,1842,589,982,12264
UA,IAD,103832,103832,N655UA,ORD,IAD,103832,1759,589,982,12264
UA,IAD,103833,103833,N662UA,ORD,IAD,103833,1826,589,982,12264
UA,IAD,103834,103834,N661UA,ORD,IAD,103834,1758,589,982,12264
UA,IAD,103835,103835,N655UA,ORD,IAD,103835,2100,589,982,12264
UA,IAD,103836,103836,N211UA,ORD,IAD,103836,1803,589,982,12264
UA,IAD,103837,103837,N642UA,ORD,IAD,103837,1851,589,982,12264
UA,IAD,103838,103838,N644UA,ORD,IAD,103838,1759,589,982,12264
UA,IAD,103839,103839,N658UA,ORD,IAD,103839,1847,589,982,12264
UA,IAD,103840,103840,N659UA,ORD,IAD,103840,1835,589,982,12264
UA,IAD,103841,103841,N663UA,ORD,IAD,103841,1754,589,982,12264
UA,IAD,103842,103842,N651UA,ORD,IAD,103842,2120,589,982,12264
UA,IAD,103843,103843,N641UA,ORD,IAD,103843,2003,589,982,12264
UA,IAD,103844,103844,N659UA,ORD,IAD,103844,1914,589,982,12264
UA,IAD,103845,103845,N660UA,ORD,IAD,103845,1948,589,982,12264
OH,CVG,10387,10387,N34CA,ORD,CVG,10387,0750,264,5348,11193
UA,MCO,103932,103932,N501UA,ORD,MCO,103932,1949,1005,1011,13204
UA,MCO,103933,103933,N568UA,ORD,MCO,103933,1557,1005,1011,13204
UA,MCO,103934,103934,N531UA,ORD,MCO,103934,1617,1005,1011,13204
UA,MCO,103935,103935,N519UA,ORD,MCO,103935,1550,1005,1011,13204
UA,FLL,103940,103940,N326UA,ORD,FLL,103940,1647,1182,1014,11697
UA,FLL,103941,103941,N327UA,ORD,FLL,103941,1646,1182,1014,11697
UA,FLL,103942,103942,N328UA,ORD,FLL,103942,1650,1182,1014,11697
UA,DEN,103963,103963,N553UA,ORD,DEN,103963,2153,888,1019,11292
UA,BOS,103964,103964,N334UA,ORD,BOS,103964,0614,867,1020,10721
UA,BOS,103965,103965,,ORD,BOS,103965,,867,1020,10721
UA,BOS,103966,103966,N846UA,ORD,BOS,103966,0644,867,1020,10721
UA,BOS,103967,103967,N836UA,ORD,BOS,103967,0644,867,1020,10721
OH,JFK,10397,10397,N796CA,ORD,JFK,10397,0700,740,5360,12478
UA,FLL,103972,103972,N533UA,ORD,FLL,103972,1047,1182,1022,11697
UA,FLL,103973,103973,N364UA,ORD,FLL,103973,1040,1182,1022,11697
UA,FLL,103974,103974,N329UA,ORD,FLL,103974,1040,1182,1022,11697
UA,LAX,103990,103990,N426UA,ORD,LAX,103990,0702,1745,1029,12892
UA,LAX,103991,103991,N813UA,ORD,LAX,103991,0557,1745,1029,12892
UA,LAX,103992,103992,N840UA,ORD,LAX,103992,0603,1745,1029,12892
UA,LAX,103993,103993,N805UA,ORD,LAX,103993,0606,1745,1029,12892
UA,DEN,103997,103997,N843UA,ORD,DEN,103997,2123,888,1032,11292
UA,DEN,103998,103998,N852UA,ORD,DEN,103998,2106,888,1032,11292
UA,DEN,103999,103999,N850UA,ORD,DEN,103999,2206,888,1032,11292
YV,ORF,104,104,N513MJ,ORD,ORF,104,0905,717,7134,13931
UA,DEN,104000,104000,N851UA,ORD,DEN,104000,2112,888,1032,11292
UA,DEN,104001,104001,N435UA,ORD,DEN,104001,2140,888,1032,11292
UA,DEN,104002,104002,N810UA,ORD,DEN,104002,2127,888,1032,11292
OH,JFK,10406,10406,N712CA,ORD,JFK,10406,1736,740,5366,12478
UA,STT,104103,104103,N543UA,ORD,STT,104103,0820,2116,1065,15024
UA,STT,104104,104104,N428UA,ORD,STT,104104,0831,2116,1065,15024
UA,STT,104105,104105,N578UA,ORD,STT,104105,0924,2116,1065,15024
UA,STT,104106,104106,N412UA,ORD,STT,104106,0825,2116,1065,15024
UA,STT,104107,104107,N586UA,ORD,STT,104107,0828,2116,1065,15024
UA,STT,104108,104108,N412UA,ORD,STT,104108,0841,2116,1065,15024
UA,STT,104109,104109,N582UA,ORD,STT,104109,0820,2116,1065,15024
UA,STT,104110,104110,N413UA,ORD,STT,104110,0821,2116,1065,15024
UA,PBI,104154,104154,N329UA,ORD,PBI,104154,1048,1144,1089,14027
UA,PBI,104155,104155,N350UA,ORD,PBI,104155,1045,1144,1089,14027
UA,PBI,104156,104156,N378UA,ORD,PBI,104156,1053,1144,1089,14027
UA,MCO,104157,104157,N811UA,ORD,MCO,104157,0946,1005,1090,13204
UA,MCO,104158,104158,N818UA,ORD,MCO,104158,0945,1005,1090,13204
UA,MCO,104159,104159,N476UA,ORD,MCO,104159,0941,1005,1090,13204
UA,FLL,104187,104187,N835UA,ORD,FLL,104187,1047,1182,1096,11697
UA,FLL,104188,104188,N818UA,ORD,FLL,104188,1146,1182,1096,11697
UA,FLL,104189,104189,N837UA,ORD,FLL,104189,1207,1182,1096,11697
UA,DFW,104193,104193,N312UA,ORD,DFW,104193,0823,802,1101,11298
UA,DFW,104194,104194,,ORD,DFW,104194,,802,1101,11298
UA,DFW,104195,104195,N313UA,ORD,DFW,104195,0905,802,1101,11298
UA,DFW,104196,104196,N339UA,ORD,DFW,104196,0829,802,1101,11298
UA,DFW,104197,104197,N348UA,ORD,DFW,104197,0807,802,1101,11298
UA,DFW,104198,104198,N919UA,ORD,DFW,104198,0813,802,1101,11298
UA,DFW,104199,104199,N350UA,ORD,DFW,104199,0838,802,1101,11298
UA,DFW,104200,104200,N312UA,ORD,DFW,104200,0811,802,1101,11298
UA,DFW,104201,104201,N383UA,ORD,DFW,104201,0808,802,1101,11298
UA,DFW,104202,104202,N202UA,ORD,DFW,104202,0804,802,1101,11298
UA,DFW,104203,104203,N347UA,ORD,DFW,104203,0813,802,1101,11298
UA,DFW,104204,104204,N933UA,ORD,DFW,104204,0812,802,1101,11298
UA,DFW,104205,104205,N337UA,ORD,DFW,104205,0827,802,1101,11298
UA,DFW,104206,104206,N327UA,ORD,DFW,104206,0906,802,1101,11298
UA,DFW,104207,104207,N348UA,ORD,DFW,104207,0806,802,1101,11298
UA,DFW,104208,104208,N336UA,ORD,DFW,104208,0806,802,1101,11298
UA,DFW,104209,104209,N325UA,ORD,DFW,104209,0810,802,1101,11298
UA,DFW,104210,104210,N938UA,ORD,DFW,104210,0813,802,1101,11298
UA,DFW,104211,104211,N314UA,ORD,DFW,104211,0808,802,1101,11298
UA,DFW,104212,104212,N922UA,ORD,DFW,104212,0809,802,1101,11298
UA,DFW,104213,104213,N348UA,ORD,DFW,104213,0807,802,1101,11298
UA,DFW,104214,104214,N351UA,ORD,DFW,104214,0826,802,1101,11298
UA,SFO,104239,104239,N841UA,ORD,SFO,104239,1246,1846,1105,14771
UA,SFO,104240,104240,N564UA,ORD,SFO,104240,1301,1846,1105,14771
UA,CLE,104241,104241,N306UA,ORD,CLE,104241,1621,316,1107,11042
UA,CLE,104242,104242,N398UA,ORD,CLE,104242,1616,316,1107,11042
UA,CLE,104243,104243,N315UA,ORD,CLE,104243,1617,316,1107,11042
UA,CLE,104244,104244,N338UA,ORD,CLE,104244,1623,316,1107,11042
UA,CLE,104245,104245,N365UA,ORD,CLE,104245,1616,316,1107,11042
UA,CLE,104246,104246,N306UA,ORD,CLE,104246,1616,316,1107,11042
UA,CLE,104247,104247,N937UA,ORD,CLE,104247,1647,316,1107,11042
UA,CLE,104248,104248,N921UA,ORD,CLE,104248,1627,316,1107,11042
UA,CLE,104249,104249,N336UA,ORD,CLE,104249,1617,316,1107,11042
UA,CLE,104250,104250,N923UA,ORD,CLE,104250,1618,316,1107,11042
UA,CLE,104251,104251,,ORD,CLE,104251,,316,1107,11042
UA,CLE,104252,104252,N906UA,ORD,CLE,104252,1647,316,1107,11042
UA,CLE,104253,104253,N306UA,ORD,CLE,104253,1642,316,1107,11042
UA,CLE,104254,104254,N305UA,ORD,CLE,104254,1614,316,1107,11042
UA,CLE,104255,104255,N921UA,ORD,CLE,104255,1816,316,1107,11042
UA,CLE,104256,104256,N921UA,ORD,CLE,104256,1636,316,1107,11042
UA,CLE,104257,104257,N304UA,ORD,CLE,104257,1636,316,1107,11042
UA,CLE,104258,104258,N315UA,ORD,CLE,104258,1625,316,1107,11042
UA,CLE,104259,104259,N350UA,ORD,CLE,104259,1616,316,1107,11042
UA,CLE,104260,104260,N342UA,ORD,CLE,104260,1705,316,1107,11042
UA,CLE,104261,104261,N907UA,ORD,CLE,104261,1626,316,1107,11042
UA,CLE,104262,104262,N930UA,ORD,CLE,104262,1739,316,1107,11042
UA,CLE,104263,104263,N301UA,ORD,CLE,104263,1626,316,1107,11042
UA,CLE,104264,104264,N365UA,ORD,CLE,104264,1619,316,1107,11042
UA,CLE,104265,104265,,ORD,CLE,104265,,316,1107,11042
UA,BDL,104303,104303,N539UA,ORD,BDL,104303,1317,783,1114,10529
UA,BDL,104304,104304,N501UA,ORD,BDL,104304,1430,783,1114,10529
UA,BDL,104305,104305,N538UA,ORD,BDL,104305,1315,783,1114,10529
UA,BDL,104306,104306,N556UA,ORD,BDL,104306,1326,783,1114,10529
UA,BDL,104307,104307,N561UA,ORD,BDL,104307,1317,783,1114,10529
UA,BDL,104308,104308,N522UA,ORD,BDL,104308,1319,783,1114,10529
UA,BDL,104309,104309,N570UA,ORD,BDL,104309,1318,783,1114,10529
UA,BDL,104310,104310,N585UA,ORD,BDL,104310,1316,783,1114,10529
UA,BDL,104311,104311,N520UA,ORD,BDL,104311,1311,783,1114,10529
UA,BDL,104312,104312,N593UA,ORD,BDL,104312,1318,783,1114,10529
UA,BDL,104313,104313,N590UA,ORD,BDL,104313,1322,783,1114,10529
UA,BDL,104314,104314,N556UA,ORD,BDL,104314,1316,783,1114,10529
UA,BDL,104315,104315,N593UA,ORD,BDL,104315,1321,783,1114,10529
UA,BDL,104316,104316,N538UA,ORD,BDL,104316,1315,783,1114,10529
UA,BDL,104317,104317,N593UA,ORD,BDL,104317,1319,783,1114,10529
UA,BDL,104318,104318,N515UA,ORD,BDL,104318,1316,783,1114,10529
UA,BDL,104319,104319,N520UA,ORD,BDL,104319,1320,783,1114,10529
UA,BDL,104320,104320,N594UA,ORD,BDL,104320,1318,783,1114,10529
UA,BDL,104321,104321,N537UA,ORD,BDL,104321,1335,783,1114,10529
UA,BDL,104322,104322,N540UA,ORD,BDL,104322,1320,783,1114,10529
UA,BDL,104323,104323,N535UA,ORD,BDL,104323,1312,783,1114,10529
UA,BDL,104324,104324,N561UA,ORD,BDL,104324,1317,783,1114,10529
UA,BDL,104325,104325,N558UA,ORD,BDL,104325,1314,783,1114,10529
UA,BDL,104326,104326,N533UA,ORD,BDL,104326,1315,783,1114,10529
UA,BDL,104327,104327,N536UA,ORD,BDL,104327,1401,783,1114,10529
UA,STL,104328,104328,N370UA,ORD,STL,104328,1334,258,1117,15016
UA,STL,104329,104329,N906UA,ORD,STL,104329,1333,258,1117,15016
UA,STL,104330,104330,N339UA,ORD,STL,104330,1334,258,1117,15016
UA,BWI,104331,104331,N373UA,ORD,BWI,104331,2046,622,1118,10821
UA,BWI,104332,104332,N315UA,ORD,BWI,104332,2039,622,1118,10821
UA,BWI,104333,104333,N335UA,ORD,BWI,104333,2042,622,1118,10821
UA,MCO,104334,104334,N340UA,ORD,MCO,104334,0910,1005,1118,13204
UA,MCO,104335,104335,N303UA,ORD,MCO,104335,0907,1005,1118,13204
UA,MCO,104336,104336,N328UA,ORD,MCO,104336,0941,1005,1118,13204
UA,MCI,104587,104587,N571UA,ORD,MCI,104587,2150,403,1129,13198
UA,BTV,104588,104588,N844UA,ORD,BTV,104588,1930,763,1130,10785
UA,BTV,104589,104589,N830UA,ORD,BTV,104589,1811,763,1130,10785
UA,BTV,104590,104590,N827UA,ORD,BTV,104590,1746,763,1130,10785
UA,BTV,104591,104591,N840UA,ORD,BTV,104591,1812,763,1130,10785
UA,BTV,104592,104592,N838UA,ORD,BTV,104592,1745,763,1130,10785
UA,BTV,104593,104593,N811UA,ORD,BTV,104593,1843,763,1130,10785
UA,BTV,104594,104594,N810UA,ORD,BTV,104594,1802,763,1130,10785
UA,BTV,104595,104595,N812UA,ORD,BTV,104595,1754,763,1130,10785
UA,BTV,104596,104596,N851UA,ORD,BTV,104596,1755,763,1130,10785
UA,BTV,104597,104597,N826UA,ORD,BTV,104597,1811,763,1130,10785
UA,BTV,104598,104598,N829UA,ORD,BTV,104598,1958,763,1130,10785
UA,BTV,104599,104599,N813UA,ORD,BTV,104599,1758,763,1130,10785
UA,BTV,104600,104600,N804UA,ORD,BTV,104600,1833,763,1130,10785
UA,BTV,104601,104601,N416UA,ORD,BTV,104601,,763,1130,10785
UA,BTV,104602,104602,N853UA,ORD,BTV,104602,1906,763,1130,10785
UA,BTV,104603,104603,N814UA,ORD,BTV,104603,1941,763,1130,10785
UA,BTV,104604,104604,N838UA,ORD,BTV,104604,1839,763,1130,10785
UA,BTV,104605,104605,N801UA,ORD,BTV,104605,1746,763,1130,10785
UA,BTV,104606,104606,N806UA,ORD,BTV,104606,1744,763,1130,10785
UA,BTV,104607,104607,N805UA,ORD,BTV,104607,1941,763,1130,10785
UA,BTV,104608,104608,N841UA,ORD,BTV,104608,1754,763,1130,10785
UA,BTV,104609,104609,N848UA,ORD,BTV,104609,1753,763,1130,10785
UA,BTV,104610,104610,N850UA,ORD,BTV,104610,1836,763,1130,10785
UA,BTV,104611,104611,N840UA,ORD,BTV,104611,1743,763,1130,10785
UA,BTV,104612,104612,N841UA,ORD,BTV,104612,1812,763,1130,10785
UA,JAX,104613,104613,,ORD,JAX,104613,,865,1130,12451
UA,JAX,104614,104614,N823UA,ORD,JAX,104614,1821,865,1130,12451
UA,JAX,104615,104615,N811UA,ORD,JAX,104615,1857,865,1130,12451
UA,JAX,104616,104616,N847UA,ORD,JAX,104616,2125,865,1130,12451
UA,JAX,104617,104617,N802UA,ORD,JAX,104617,1904,865,1130,12451
UA,JAX,104618,104618,N811UA,ORD,JAX,104618,1925,865,1130,12451
UA,BUF,104728,104728,N811UA,ORD,BUF,104728,1113,473,1136,10792
UA,BUF,104729,104729,N433UA,ORD,BUF,104729,1134,473,1136,10792
UA,BUF,104730,104730,N838UA,ORD,BUF,104730,1114,473,1136,10792
UA,BUF,104731,104731,N437UA,ORD,BUF,104731,1519,473,1136,10792
UA,BUF,104732,104732,N932UA,ORD,BUF,104732,1122,473,1136,10792
UA,BUF,104733,104733,N854UA,ORD,BUF,104733,1109,473,1136,10792
UA,BUF,104848,104848,N913UA,ORD,BUF,104848,1401,473,1142,10792
UA,BUF,104849,104849,N933UA,ORD,BUF,104849,1339,473,1142,10792
UA,BUF,104850,104850,N371UA,ORD,BUF,104850,1336,473,1142,10792
UA,BUF,104851,104851,N910UA,ORD,BUF,104851,1317,473,1142,10792
UA,BUF,104852,104852,N365UA,ORD,BUF,104852,1313,473,1142,10792
UA,BUF,104853,104853,N404UA,ORD,BUF,104853,1521,473,1142,10792
UA,BUF,104854,104854,N381UA,ORD,BUF,104854,1345,473,1142,10792
UA,BUF,104855,104855,N327UA,ORD,BUF,104855,1327,473,1142,10792
UA,BUF,104856,104856,N348UA,ORD,BUF,104856,1323,473,1142,10792
UA,BUF,104857,104857,N342UA,ORD,BUF,104857,1325,473,1142,10792
UA,BUF,104858,104858,N332UA,ORD,BUF,104858,1314,473,1142,10792
UA,BUF,104859,104859,N364UA,ORD,BUF,104859,1320,473,1142,10792
UA,BUF,104860,104860,N301UA,ORD,BUF,104860,1341,473,1142,10792
UA,BUF,104861,104861,N346UA,ORD,BUF,104861,1326,473,1142,10792
UA,BUF,104862,104862,N306UA,ORD,BUF,104862,1317,473,1142,10792
UA,BUF,104863,104863,N302UA,ORD,BUF,104863,1316,473,1142,10792
UA,BUF,104864,104864,N314UA,ORD,BUF,104864,1322,473,1142,10792
UA,BUF,104865,104865,N375UA,ORD,BUF,104865,1316,473,1142,10792
UA,BUF,104866,104866,N310UA,ORD,BUF,104866,1319,473,1142,10792
UA,BUF,104867,104867,N325UA,ORD,BUF,104867,1318,473,1142,10792
UA,BUF,104868,104868,N313UA,ORD,BUF,104868,1428,473,1142,10792
UA,BUF,104869,104869,N338UA,ORD,BUF,104869,1409,473,1142,10792
UA,BUF,104870,104870,N302UA,ORD,BUF,104870,1349,473,1142,10792
UA,BUF,104871,104871,N308UA,ORD,BUF,104871,1319,473,1142,10792
UA,BUF,104872,104872,N334UA,ORD,BUF,104872,1320,473,1142,10792
UA,BUF,104873,104873,N921UA,ORD,BUF,104873,1316,473,1142,10792
UA,BUF,104874,104874,N914UA,ORD,BUF,104874,1320,473,1142,10792
UA,BUF,104875,104875,N301UA,ORD,BUF,104875,1317,473,1142,10792
UA,BUF,104876,104876,,ORD,BUF,104876,,473,1142,10792
UA,BUF,104877,104877,N335UA,ORD,BUF,104877,1320,473,1142,10792
UA,BUF,104878,104878,N365UA,ORD,BUF,104878,1344,473,1142,10792
OH,JFK,10494,10494,N693CA,ORD,JFK,10494,1335,740,5466,12478
UA,DAY,104979,104979,N411UA,ORD,DAY,104979,2014,240,1146,11267
UA,DAY,104980,104980,N801UA,ORD,DAY,104980,2027,240,1146,11267
UA,DAY,104981,104981,N820UA,ORD,DAY,104981,1911,240,1146,11267
UA,DAY,104982,104982,N851UA,ORD,DAY,104982,1908,240,1146,11267
UA,DAY,104983,104983,N836UA,ORD,DAY,104983,1904,240,1146,11267
UA,DAY,104984,104984,N823UA,ORD,DAY,104984,1912,240,1146,11267
UA,DAY,104985,104985,N822UA,ORD,DAY,104985,1929,240,1146,11267
UA,DAY,104986,104986,,ORD,DAY,104986,,240,1146,11267
UA,DAY,104987,104987,N413UA,ORD,DAY,104987,1903,240,1146,11267
UA,DAY,104988,104988,N854UA,ORD,DAY,104988,2206,240,1146,11267
UA,DAY,104989,104989,N811UA,ORD,DAY,104989,2004,240,1146,11267
UA,DAY,104990,104990,N802UA,ORD,DAY,104990,1907,240,1146,11267
UA,DAY,104991,104991,N831UA,ORD,DAY,104991,1929,240,1146,11267
UA,DAY,104992,104992,N821UA,ORD,DAY,104992,2005,240,1146,11267
UA,DAY,104993,104993,N848UA,ORD,DAY,104993,2037,240,1146,11267
UA,DAY,104994,104994,N831UA,ORD,DAY,104994,1905,240,1146,11267
UA,DAY,104995,104995,N808UA,ORD,DAY,104995,1912,240,1146,11267
UA,DAY,104996,104996,N814UA,ORD,DAY,104996,1906,240,1146,11267
UA,DAY,104997,104997,N846UA,ORD,DAY,104997,1854,240,1146,11267
UA,DAY,104998,104998,N835UA,ORD,DAY,104998,1905,240,1146,11267
UA,DAY,104999,104999,N444UA,ORD,DAY,104999,1938,240,1146,11267
YV,ORF,105,105,N504MJ,ORD,ORF,105,,717,7144,13931
UA,DAY,105000,105000,N845UA,ORD,DAY,105000,0047,240,1146,11267
UA,DFW,105007,105007,N938UA,ORD,DFW,105007,1635,802,1147,11298
UA,DFW,105008,105008,N906UA,ORD,DFW,105008,1453,802,1147,11298
UA,DFW,105009,105009,N937UA,ORD,DFW,105009,1445,802,1147,11298
UA,DFW,105010,105010,N906UA,ORD,DFW,105010,1448,802,1147,11298
UA,DFW,105011,105011,N933UA,ORD,DFW,105011,1441,802,1147,11298
UA,DFW,105012,105012,N942UA,ORD,DFW,105012,1449,802,1147,11298
UA,DFW,105013,105013,N304UA,ORD,DFW,105013,1540,802,1147,11298
UA,DFW,105014,105014,N386UA,ORD,DFW,105014,1456,802,1147,11298
UA,DFW,105015,105015,N329UA,ORD,DFW,105015,1527,802,1147,11298
UA,DFW,105016,105016,N398UA,ORD,DFW,105016,1501,802,1147,11298
UA,DFW,105017,105017,N330UA,ORD,DFW,105017,1454,802,1147,11298
UA,DFW,105018,105018,N905UA,ORD,DFW,105018,1455,802,1147,11298
UA,DFW,105019,105019,N932UA,ORD,DFW,105019,1454,802,1147,11298
OH,CVG,10502,10502,,MSP,CVG,10502,,596,5474,11193
UA,DFW,105020,105020,N305UA,ORD,DFW,105020,1453,802,1147,11298
UA,DFW,105021,105021,N381UA,ORD,DFW,105021,1454,802,1147,11298
UA,DFW,105022,105022,N337UA,ORD,DFW,105022,1531,802,1147,11298
UA,DFW,105023,105023,N306UA,ORD,DFW,105023,1455,802,1147,11298
UA,DFW,105024,105024,N310UA,ORD,DFW,105024,1454,802,1147,11298
UA,DFW,105025,105025,N370UA,ORD,DFW,105025,1659,802,1147,11298
UA,DFW,105026,105026,N328UA,ORD,DFW,105026,1455,802,1147,11298
UA,DFW,105027,105027,N364UA,ORD,DFW,105027,1504,802,1147,11298
UA,DFW,105028,105028,N928UA,ORD,DFW,105028,1557,802,1147,11298
UA,DFW,105029,105029,N301UA,ORD,DFW,105029,1715,802,1147,11298
UA,DFW,105030,105030,N313UA,ORD,DFW,105030,1556,802,1147,11298
UA,DFW,105031,105031,N334UA,ORD,DFW,105031,1455,802,1147,11298
UA,DFW,105032,105032,N318UA,ORD,DFW,105032,1541,802,1147,11298
UA,DFW,105033,105033,N313UA,ORD,DFW,105033,1456,802,1147,11298
UA,DFW,105034,105034,N329UA,ORD,DFW,105034,1527,802,1147,11298
UA,BDL,105359,105359,N338UA,ORD,BDL,105359,2323,783,1159,10529
UA,BDL,105360,105360,N365UA,ORD,BDL,105360,2100,783,1159,10529
UA,BDL,105361,105361,N315UA,ORD,BDL,105361,2059,783,1159,10529
UA,BDL,105362,105362,N910UA,ORD,BDL,105362,2126,783,1159,10529
UA,BDL,105363,105363,N365UA,ORD,BDL,105363,2223,783,1159,10529
UA,BDL,105364,105364,N906UA,ORD,BDL,105364,2257,783,1159,10529
UA,BDL,105365,105365,,ORD,BDL,105365,,783,1159,10529
UA,BDL,105366,105366,N301UA,ORD,BDL,105366,2207,783,1159,10529
UA,BDL,105367,105367,N364UA,ORD,BDL,105367,2053,783,1159,10529
UA,BDL,105368,105368,N923UA,ORD,BDL,105368,2048,783,1159,10529
UA,BDL,105369,105369,N347UA,ORD,BDL,105369,2358,783,1159,10529
UA,BDL,105370,105370,N906UA,ORD,BDL,105370,2110,783,1159,10529
UA,BDL,105371,105371,N942UA,ORD,BDL,105371,2052,783,1159,10529
UA,BDL,105372,105372,N904UA,ORD,BDL,105372,2052,783,1159,10529
UA,BDL,105373,105373,N327UA,ORD,BDL,105373,2250,783,1159,10529
UA,BDL,105374,105374,N929UA,ORD,BDL,105374,2225,783,1159,10529
UA,BDL,105375,105375,N351UA,ORD,BDL,105375,2241,783,1159,10529
UA,BDL,105376,105376,N340UA,ORD,BDL,105376,2109,783,1159,10529
UA,BDL,105377,105377,N350UA,ORD,BDL,105377,2120,783,1159,10529
UA,BDL,105378,105378,N313UA,ORD,BDL,105378,2109,783,1159,10529
UA,BDL,105379,105379,N907UA,ORD,BDL,105379,2052,783,1159,10529
UA,BDL,105380,105380,,ORD,BDL,105380,,783,1159,10529
UA,BDL,105381,105381,N329UA,ORD,BDL,105381,0155,783,1159,10529
UA,BDL,105382,105382,N369UA,ORD,BDL,105382,2107,783,1159,10529
UA,BDL,105383,105383,,ORD,BDL,105383,,783,1159,10529
UA,PHL,105384,105384,N927UA,ORD,PHL,105384,1040,678,1160,14100
UA,PHL,105385,105385,N935UA,ORD,PHL,105385,1301,678,1160,14100
UA,PHL,105386,105386,N927UA,ORD,PHL,105386,1044,678,1160,14100
UA,PHL,105387,105387,N346UA,ORD,PHL,105387,1034,678,1160,14100
UA,PHL,105388,105388,N934UA,ORD,PHL,105388,1050,678,1160,14100
UA,PHL,105389,105389,N370UA,ORD,PHL,105389,1125,678,1160,14100
UA,PHL,105390,105390,N342UA,ORD,PHL,105390,1124,678,1160,14100
UA,PHL,105391,105391,,ORD,PHL,105391,,678,1160,14100
UA,PHL,105392,105392,N370UA,ORD,PHL,105392,1054,678,1160,14100
UA,PHL,105393,105393,N340UA,ORD,PHL,105393,1053,678,1160,14100
UA,PHL,105394,105394,N903UA,ORD,PHL,105394,1054,678,1160,14100
UA,PHL,105395,105395,N912UA,ORD,PHL,105395,1053,678,1160,14100
UA,PHL,105396,105396,N801UA,ORD,PHL,105396,1059,678,1160,14100
UA,PHL,105397,105397,N301UA,ORD,PHL,105397,1101,678,1160,14100
UA,PHL,105398,105398,N381UA,ORD,PHL,105398,1057,678,1160,14100
UA,PHL,105399,105399,N333UA,ORD,PHL,105399,1058,678,1160,14100
UA,PHL,105400,105400,N306UA,ORD,PHL,105400,1102,678,1160,14100
UA,PHL,105401,105401,N326UA,ORD,PHL,105401,1215,678,1160,14100
UA,PHL,105402,105402,N399UA,ORD,PHL,105402,1118,678,1160,14100
UA,PHL,105403,105403,N338UA,ORD,PHL,105403,1100,678,1160,14100
UA,PHL,105404,105404,N346UA,ORD,PHL,105404,1057,678,1160,14100
UA,PHL,105405,105405,,ORD,PHL,105405,,678,1160,14100
UA,PHL,105406,105406,N370UA,ORD,PHL,105406,1104,678,1160,14100
UA,PHL,105407,105407,N903UA,ORD,PHL,105407,1058,678,1160,14100
